Date,"GLD,IEF,LQD,QQQ,TIP,VNQ","GLD,IEF,QQQ,TIP,VNQ","GLD,IEF,LQD,QQQ,VNQ","GLD,IEF,QQQ,VNQ","GLD,IEF,QQQ,TIP,TLT,VNQ"
2010-03-23,159358.78043790912,161474.75269237763,164384.4438384625,165831.55083272926,159063.12100301922
2010-03-24,158082.5389294795,160148.21071168897,163071.23922551097,164447.33066957144,157756.3909782218
2010-03-25,157786.49651966302,159943.45573677964,162724.23007313634,164246.79842910025,157554.69402679795
2010-03-26,158193.95359457185,160331.4824582527,163250.30056891963,164798.0246762269,157936.92555414798
2010-03-29,158135.7808108708,160299.24854426295,163261.43721398636,164903.19693572665,157905.17305491288
2010-03-30,158190.83647336302,160342.91733163752,163276.41870944746,164869.65442141163,157948.18964725567
2010-03-31,158459.82211836893,160683.57843266256,163341.67238854733,164927.99882549944,158283.76296153467
2010-04-01,158596.894070611,160749.82701346782,163566.28873441383,165072.93923235382,158349.02211721815
2010-04-05,158203.87479104628,160876.92728810312,163647.8082833108,167035.03003279018,158474.22414432606
2010-04-06,158933.316300971,161792.55182408282,164468.14915535567,168386.9889919471,159376.17379237618
2010-04-07,159484.4515866872,162228.40445093627,164652.4455909604,167796.71337390342,159805.51694335626
2010-04-08,159401.20509321685,162252.4553938712,164613.62153723327,168085.0334361274,159829.20868452635
2010-04-09,159906.05041764653,162963.944030791,165360.50393393546,169612.4191191097,160530.07121108027
2010-04-12,160096.3745780485,163026.0807691623,165385.11612307763,169098.91729179656,160591.2799348559
2010-04-13,160710.28556274937,163669.68114355492,166338.57227706624,170503.59333847943,161225.26811271446
2010-04-14,160874.665601696,163986.377275213,166754.12373510358,171600.56094356917,161537.2343753728
2010-04-15,160955.2837293274,163972.75918273372,166579.6734376616,170867.06225391306,161523.81966963244
2010-04-16,160429.54713531578,162988.06241974194,165433.0280502214,167835.00935217747,160553.82939095754
2010-04-19,160179.39525512463,162811.8970290848,165264.37695085752,167964.18810639644,160380.2950372371
2010-04-20,160791.11978443593,163564.2946028555,166048.42608713993,169268.92696689433,161121.45552408462
2010-04-21,161596.25194049437,164504.59776905322,167090.33155199862,170886.1048119841,162047.71522605405
2010-04-22,161545.27072257688,164607.8194811634,167313.76070632788,171835.43603092496,162149.39531789356
2010-04-23,161947.41668159835,165232.19613663916,167990.53192434303,173385.36417961557,162764.4468838223
2010-04-26,162036.28790861793,165329.1194404576,168048.78595384455,173420.1611297561,162859.922634342
2010-04-27,161840.28220776253,164978.84868152541,167077.47569088129,171105.9185437545,162514.8831827691
2010-04-28,161818.06274015992,164809.28495643075,167255.99878139384,171163.41532249548,162347.85189848012
2010-04-29,163194.91736677822,166691.1381743067,169035.54036779402,174615.29376454555,164201.5995656165
2010-04-30,162960.5332425239,166001.05921793162,168281.68407254724,172076.60470885749,163521.82696519865
2010-05-03,163569.82248560427,166904.39886807668,169525.48585013553,174810.27729788318,164395.36567750346
2010-05-04,163106.01092164428,166166.4022628292,168784.77272099617,173446.6410766503,164199.7801949992
2010-05-05,162891.59206161438,166142.00921351634,168456.4718643629,173359.97638023476,164318.6590103522
2010-05-06,162209.39387197705,166247.91616548828,167232.87492375847,173086.1077931569,165140.06413709765
2010-05-07,161574.30932414316,165131.16501229396,166474.68177441883,171474.4449839229,163893.0499789178
2010-05-10,162827.02961178593,166506.85963688558,168386.60123448973,173992.2905722664,164572.05936291424
2010-05-11,163397.66038315938,167251.06109748431,169072.63909705685,175025.54382130536,165140.72221287995
2010-05-12,163894.95434571552,167984.00357486462,169695.59469536188,176107.10604239334,165579.00040679067
2010-05-13,163651.82919385936,167444.70412230585,169304.3608470629,175134.85849047548,165281.2421701294
2010-05-14,163371.13504711937,167063.6623257922,168737.37116840068,174218.55109936456,165373.29669454682
2010-05-17,163173.70971584736,166671.84985552696,168668.10051799254,173921.59305735092,164953.39564892658
2010-05-18,163364.4579181713,166734.37621657926,168626.8190365178,173511.31547483994,165371.17241238
2010-05-19,162594.23806242872,165603.86161962632,167930.10810873323,172294.0974053873,164491.04350610205
2010-05-20,161666.4414988951,164434.7443304087,166639.48597006584,170394.48394869713,163997.14586664457
2010-05-21,162020.28126567227,165044.33288277435,167094.08701653217,171321.8377236816,164541.52174364417
2010-05-24,162046.60990181702,164911.53088155494,167191.84185389624,171206.4971799674,164346.2674408365
2010-05-25,161949.93218988628,165083.457531922,167251.57648703086,171808.39624420938,164608.8178075277
2010-05-26,161910.0254811499,164984.2204303019,167084.21294753952,171461.22960269856,164456.73266617145
2010-05-27,162314.42732493032,165892.17334306226,167865.7610763091,173301.59670850454,164693.36045416948
2010-05-28,162465.24823791356,166192.69011895073,167745.63075866757,173242.45212099666,165057.44086265005
2010-06-01,162167.71665102482,165823.2872651618,167442.94739034664,172827.4157533074,164907.58920356704
2010-06-02,162164.86353635523,165591.16067792944,167529.90340621572,172529.42229638176,164511.09965573894
2010-06-03,161719.58592272046,165167.65647712722,166787.7040310062,171610.39060667838,163993.66963619154
2010-06-04,162675.63608070606,166132.1445031918,167734.4341530783,172530.59547682732,165379.24800477305
2010-06-07,163354.41392351576,166825.69147912078,168725.75102550088,173774.60529074256,166141.3520589945
2010-06-08,163144.8271820278,166528.1667497306,168620.68812008365,173585.66363016475,165779.33731903485
2010-06-09,163202.59900692507,166585.67188388726,168619.9443979634,173535.54287815435,165806.41166108078
2010-06-10,162310.91166297672,165590.05516679861,167866.28510632014,172718.35843563764,164570.9326639189
2010-06-11,163266.85136337,166707.22570354352,168862.55676593556,174032.43679552354,165802.38498587988
2010-06-14,163172.30303472446,166695.67445174587,168713.64080802738,174009.36916190153,165686.78278740248
2010-06-15,163265.72512688403,166908.196283068,168977.54667841288,174644.107582693,165787.02138101417
2010-06-16,163443.45475266315,167093.00806093984,168981.57195342748,174515.76197745485,166064.99531431464
2010-06-17,164429.93624073922,168063.73939007815,170109.25798475265,175687.95339632657,167077.71050773133
2010-06-18,164360.65429080353,167971.46339974718,170150.58751089463,175774.7983477889,166963.48946762216
2010-06-21,164093.51919148202,167425.86120091096,169679.1827280312,174591.93215184897,166429.0614548382
2010-06-22,164630.88311257373,167869.95022208465,170316.7853658569,175103.07443003586,167061.5342020369
2010-06-23,164925.85347266772,168013.40147539272,170764.7833584899,175359.31915157055,167327.43944546836
2010-06-24,164457.29247634183,167611.48827058583,170277.2716628046,175007.46095277875,166853.43868594288
2010-06-25,165163.2357048861,168501.85803843956,171080.36748473384,176229.52790155337,167713.73770729662
2010-06-28,165513.86213011883,168638.3739640013,171423.8034544419,176125.57865777455,168028.0635432112
2010-06-29,165512.90537545638,168667.4642976882,171346.88294876,176048.40802313216,168280.64044405025
2010-06-30,165698.2572183539,168668.10531319396,171706.04094754707,176169.7966465226,168421.61697606012
2010-07-01,164727.65688101668,167222.18973785322,170688.1630281528,174202.16966985803,167189.63201068685
2010-07-02,164596.95457551436,167234.63201851823,170661.7419797303,174590.1241387761,167025.59221066753
2010-07-06,164702.8867441032,167095.11312691862,170722.6260637599,174067.08275969906,167084.96788066917
2010-07-07,164521.17118417766,166788.3369773732,170838.6555492205,174190.45755239693,166561.75343535596
2010-07-08,164327.29472600186,166683.51866496168,170368.22771710737,173670.75288429303,166331.58867906776
2010-07-09,164363.82662847274,166820.05558105282,170352.81429895092,173824.78577282195,166325.3368085616
2010-07-12,164314.4540993071,166664.827917704,170337.6371106815,173611.76282929152,166182.07705031923
2010-07-13,164212.02873526138,166478.7257693974,170282.46940130767,173421.53596077336,165834.00605581506
2010-07-14,164788.52596098647,166998.49355958987,170946.79992480422,174016.2519208084,166502.87287667175
2010-07-15,165144.1239403121,167387.48685163053,171408.61960758615,174632.05199713717,167057.56053322565
2010-07-16,165108.02192728178,167213.09990674054,171585.56737664161,174702.62043634124,167013.38930674145
2010-07-19,164632.74429054456,166543.05538495778,171191.85221114627,173977.73397785908,166297.18218090208
2010-07-20,164921.28713343357,166880.38942068786,171553.30551730708,174499.49621106655,166622.50377227555
2010-07-21,165620.77661619819,167545.11557609536,172183.19260930934,174958.37815213043,167569.49944359483
2010-07-22,165418.41324072483,167344.30529231342,171944.7627140318,174699.622457964,167140.7809943352
2010-07-23,165092.73310447016,166787.25202711092,171664.58175942354,173968.56948708268,166424.75342478705
2010-07-26,165070.7052675227,166691.95062643508,171590.34816277103,173687.7878975145,166304.9212195517
2010-07-27,164409.48512364412,165979.98344828922,170643.58806213786,172402.0309088348,165477.55780435086
2010-07-28,164991.57866846555,166565.91703727355,171270.04610755373,173050.98076697378,166055.5013320333
2010-07-29,165237.58186016817,166892.8434343812,171551.77510660817,173530.3146436237,166332.05405369282
2010-07-30,166080.43512762696,167775.951160412,172578.7819935451,174773.58170059204,167436.3710811343
2010-08-02,165951.09868950225,167742.22318071694,172189.82849370065,174361.72440202942,167098.6035136674
2010-08-03,166442.89681229732,168276.75438239184,172531.69492217296,174642.736816138,167684.76115712698
2010-08-04,166198.12960691832,168150.9838552257,172417.01985464987,174858.8894504698,167415.59906500613
2010-08-05,166560.29478564655,168543.87147765263,172684.20819532033,175092.05277914632,167855.21997681257
2010-08-06,167180.3732454931,169019.90434847324,173531.74675626968,175837.37469179337,168497.883302518
2010-08-09,167421.31320805947,169126.47564888475,173922.600019555,176094.53412804735,168513.53819148455
2010-08-10,167724.3910721717,169664.27282949607,173915.3440336458,176255.75957623834,169026.88711436078
2010-08-11,167424.3357553894,169232.32480325134,173478.85497367205,175479.38977363647,168931.59174808816
2010-08-12,166804.69965627362,168592.81785984116,173050.14156927637,175190.6913711032,168320.71592478402
2010-08-13,167215.7778574993,168900.40503177294,173465.30004439523,175404.92535281763,168850.44957360678
2010-08-16,168324.70021889126,169689.83516979197,174863.97588614395,176412.21224167457,170066.59550691704
2010-08-17,168241.28798398774,169689.9025495297,174906.28245288818,176710.56921078183,169945.78065009217
2010-08-18,168319.49650982706,169736.28099941553,175063.71101127774,176870.34555480664,170043.13889624097
2010-08-19,168223.43918624197,169515.03732701016,174914.40412870835,176452.5844844444,170178.45833914078
2010-08-20,168083.95659112954,169176.84488377182,174797.79302126536,175995.7565930454,169857.2199554932
2010-08-23,168085.9965271954,169018.50143009904,174800.81611039874,175706.19055313864,169721.9621856137
2010-08-24,168504.67638519307,169452.8139997134,175171.73395455113,176052.59167826438,170441.88040945953
2010-08-25,168753.8240887782,169674.23575445963,175540.82513941886,176456.98145112372,170568.15176533558
2010-08-26,169030.019623919,170008.597147488,175547.75479096442,176346.82659050185,171061.7703655333
2010-08-27,168090.7973882146,169327.29835346233,174599.49016594136,175895.83520053205,169859.6575451511
2010-08-30,168758.2079736319,169807.02405979703,175255.92829111748,176176.41471719366,170685.72982110365
2010-08-31,169378.15850472468,170453.42959650842,175966.32445410555,176984.17185800214,171489.78011818737
2010-09-01,168989.76841303034,170465.3623712085,175712.96614530755,177577.4042733553,171057.60478170268
2010-09-02,168940.02330768053,170476.5062868304,175790.0386854767,177856.40432063342,170874.53016536948
2010-09-03,168374.82957763108,170173.90489026436,175056.3043756396,177513.58668330207,170377.39220111366
2010-09-07,169297.85264731423,170983.93370045774,176007.26230388985,178243.40779722677,171474.24837009786
2010-09-08,168975.6729042277,170663.00012343272,175759.9285285858,178060.6338253567,171041.2120845309
2010-09-09,167998.36020223523,169639.03182308446,174450.19243243017,176466.18030880974,169763.93596065562
2010-09-10,168077.19110373294,169702.5380283846,174486.60677447997,176442.3687147928,169737.7607977355
2010-09-13,168809.1365013567,170632.7826764322,175047.14376465537,177228.82551756053,170657.41694163543
2010-09-14,169588.5741636873,171416.37853471667,176318.20416429112,178821.63651381354,171532.94001123763
2010-09-15,169352.23955577804,171191.69268268402,176133.1213862474,178701.51934941544,171060.29402410693
2010-09-16,169061.11795789714,170988.96864119652,175856.77294756265,178609.5714828275,170698.91012748273
2010-09-17,169145.55613185532,170898.2094528259,176223.41550989499,178843.38140110148,170691.82190466768
2010-09-20,169833.59741382176,171773.71962846568,176953.23919479357,179929.4987343022,171578.67174681355
2010-09-21,171277.2395613517,173290.34365272665,178100.22452373896,180958.1003274178,173186.24294499727
2010-09-22,171273.75277886447,173325.99494076424,177980.09140999208,180829.737859004,173383.99843118398
2010-09-23,171081.5891045278,173012.1267609787,177747.84037976238,180349.4230140816,173156.69554358814
2010-09-24,170899.3582352738,172903.21098176276,177889.5998471712,180858.364113557,172810.72678915833
2010-09-27,171447.4723195876,173330.08627931864,178482.11239371984,181237.54437129112,173512.84268328967
2010-09-28,172291.7205897565,174388.5620180425,179189.53069960428,182221.52637801337,174585.96845941225
2010-09-29,171854.65118633627,173843.84986622783,178897.0180326269,181843.72056967078,174021.51171606567
2010-09-30,171847.25216861724,173648.397981331,179070.05404485736,181791.9447985666,173834.43280191623
2010-10-01,172011.74685131168,174197.49658840068,179103.15361762245,182451.42732980096,174234.6741938093
2010-10-04,172092.80417497727,174220.5710615327,179124.82169340987,182355.08125687318,174297.86873922276
2010-10-05,173617.6765557175,176118.73562512724,180854.29653076341,184722.16074344193,175920.00368522
2010-10-06,174460.73704826305,176888.1573801841,181501.63182631115,185148.53990157292,176824.0652583108
2010-10-07,174133.0613665113,176470.64353124035,181182.54531831067,184702.1009491286,176307.39804148267
2010-10-08,174837.10765027447,177448.4632691407,181766.30876232288,185635.8834403893,177119.66970721338
2010-10-11,175060.61381168076,177696.18119287316,182073.67566590855,186015.24792214928,177346.88436162335
2010-10-12,174886.01289270545,177545.71867933875,182012.573034202,186047.65851108308,177046.13274207534
2010-10-13,175877.3444876892,178880.81783797662,183023.3961872514,187575.7592052009,178226.53981446993
2010-10-14,175595.66969548285,178939.06913283246,182450.80654770936,187392.89724669975,178028.804742713
2010-10-15,174981.05892571688,178464.261164751,181983.90907847107,187222.71875136104,177396.40318346774
2010-10-18,175752.78087561598,179117.87117920103,182913.8858952131,188031.77268133117,178119.73470920254
2010-10-19,174613.45434076243,177605.21299020876,181313.71171710282,185660.38586916466,176857.91783317027
2010-10-20,175322.32439246975,178446.9160001099,182303.04859792738,186971.504020542,177653.25814615135
2010-10-21,174602.94700391815,177638.43476550723,181313.58158059767,185731.4349701686,176725.77585433592
2010-10-22,174848.93783406843,177897.0916684028,181635.798588547,186104.24647317867,177071.0722893756
2010-10-25,175480.5739006702,178542.2359343905,182325.46987086112,186829.7220263351,177700.4886337173
2010-10-26,174773.6073845713,177892.297451399,181673.92438425505,186305.5144310975,176856.5078210838
2010-10-27,173848.63382817208,176807.28530952448,180764.81444886135,185176.65763230258,175733.0686472204
2010-10-28,174728.60978612167,177756.73738231816,181764.60946694246,186322.3959329231,176633.00103486903
2010-10-29,175395.46799142397,178533.58657131568,182487.12470471975,187226.9772453921,177487.55028642045
2010-11-01,175324.42078665792,178460.45892885706,182301.98703239663,186983.09962732196,177348.16209590787
2010-11-02,176157.72584251023,179315.10761569312,183287.78861569907,188063.64492656096,178369.82020063465
2010-11-03,176036.36336092255,179352.56880475755,183218.12469487733,188260.01543652918,177979.50367378053
2010-11-04,178074.11839061408,181559.56354946992,185809.9593258663,191354.62112763958,180075.99545600818
2010-11-05,177839.42898832244,181437.10179221153,185673.51593432247,191443.32097027628,179609.36688125058
2010-11-08,178059.61943310068,181705.85659551303,185897.82007236755,191737.77702203125,179938.2812027774
2010-11-09,176025.64435875922,179381.07843245126,183650.24918005095,188984.20372921435,177442.43833016817
2010-11-10,176675.77495777432,180404.751921322,184393.15694077383,190320.74802169146,178365.154315738
2010-11-11,176241.27649118163,180080.95531028835,183807.6947890207,189829.16175970456,178071.49405707544
2010-11-12,174291.39703739563,177836.9585348973,181626.58653836855,187125.94335700868,175998.8243935133
2010-11-15,172442.4729746344,175971.66925222517,179798.51874604978,185323.94817205923,173940.18993337784
2010-11-16,172002.11421995048,175045.07087816924,179117.59446725654,183797.603398348,173633.34517834688
2010-11-17,171992.66905068484,175032.1431581761,179095.73281982195,183764.19853082695,173510.67947439261
2010-11-18,172684.49220426413,175935.02198830535,179935.22696368117,184981.3583274698,174383.91694905199
2010-11-19,173130.8766269914,176336.8528098035,180387.29120369462,185360.5774155274,174860.54874817707
2010-11-22,174092.76510139843,177318.08373133856,181494.85313970342,186553.90808771786,175806.72640766142
2010-11-23,173889.1321703853,177006.07067106623,181204.3856874178,186059.97898711194,175634.53434276165
2010-11-24,173579.81675021403,177083.26334421005,181060.3912639397,186586.06531754212,175337.5794071563
2010-11-26,173607.69513804713,177043.81879873114,180948.66544352684,186298.5297807423,175586.36767910002
2010-11-29,173805.46713376592,177254.1599041513,181157.01127929974,186527.063090315,175945.34971356342
2010-11-30,173691.75282530222,177192.38887175272,181070.13973492823,186534.4340682225,175997.7708407935
2010-12-01,173350.527452592,176861.46846408755,180950.1087547779,186553.54380494697,175238.12808391114
2010-12-02,173582.8199713708,177301.33026364644,181294.71281972303,187278.64761740513,175673.95256868846
2010-12-03,173848.92408911727,177824.76804580961,181669.9814545938,188111.05281187437,176192.58592569517
2010-12-06,174684.77208532134,178554.3541760775,182594.23180471876,188895.86866414992,176915.47547792172
2010-12-07,173007.56468451265,176822.70885866004,180859.77653969702,187083.66008204524,175199.72423733355
2010-12-08,171659.3616602545,175367.23430972305,179566.25021506168,185681.34513530118,173757.60890466973
2010-12-09,171732.03239091448,175328.44210976342,179739.5973966667,185730.9335115856,173719.1727627321
2010-12-10,171271.78127551914,174969.03059570314,179388.1327868769,185607.27839417968,173363.06014259675
2010-12-13,171826.0225141764,175508.09688665144,179803.16747877272,185910.96547141034,173897.1785605839
2010-12-14,170687.9517518256,174316.1231114028,178786.02194511608,184899.59930127842,172716.1454338455
2010-12-15,170009.134427318,173750.755474316,177655.83859414476,183723.1823005093,172155.96707921178
2010-12-16,170687.56580751337,174394.4502563137,178339.14087793438,184338.7244482243,172793.75364535442
2010-12-17,171849.79050047387,175450.28246032275,179556.695836208,185391.50235477218,173839.8947896525
2010-12-20,172122.49118085887,175855.9142626625,179941.28551009516,186038.70196541047,174241.80346060617
2010-12-21,172671.6934633411,176477.82346808809,180605.47411059582,186866.28024646413,174858.00441123362
2010-12-22,172591.273076431,176416.5201825038,180537.96683534796,186837.71027445924,174797.26380388442
2010-12-23,172157.3958042942,175802.61746994941,180156.22835765276,186209.80461091016,174188.99585774602
2010-12-27,172714.84664615954,176446.10384531203,180804.40120962125,187029.34637554313,174826.5759301344
2010-12-28,171966.58248855465,175890.00419575072,180207.3225306605,186834.00092965935,174275.58049589128
2010-12-29,173092.09158202072,176983.88665202426,181389.57532320687,187970.42396005458,175359.42264447172
2010-12-30,172914.93826737025,176717.34849451308,181198.64422627454,187634.74479284036,175095.33093364962
2010-12-31,173585.82079253424,177482.39703252865,181719.07743990223,188207.84449664335,175853.35739842706
2011-01-03,173913.46449753645,177702.93679399713,182486.72613200615,189034.81230863396,176071.87291400786
2011-01-04,172615.97247424492,175324.79865245445,181125.2727666963,186505.02351987764,173715.56274725433
2011-01-05,172454.0313583131,175920.17904468504,180955.3485796419,187138.3705130566,174305.4783820074
2011-01-06,172284.53618966963,175454.12208733632,180777.4979542731,186642.59373498525,173843.69917427195
2011-01-07,172548.1597053901,175301.31536220107,181054.1170904293,186480.04273202165,173692.2950006898
2011-01-10,172954.34072040833,175786.3704615951,181480.3212596223,186996.02913791654,174172.89797415558
2011-01-11,173119.73865909124,176122.93905642122,181653.872677429,187354.06025602735,174506.3773410372
2011-01-12,173622.2679535116,177056.87041831212,182181.1747238183,188347.54715550868,175431.73652208378
2011-01-13,173674.28839111573,176628.72914504286,182235.7595679404,187892.1038933196,175007.524985593
2011-01-14,173484.7957759628,176873.71537366015,182036.9256992382,188152.71256181085,175250.2625840199
2011-01-18,173997.48615585564,177816.3913039996,182574.88973334176,189155.5016590229,176184.28607063356
2011-01-19,173181.14020816874,176505.60200470232,181718.3010855627,187761.12510206102,174885.52797981788
2011-01-20,171951.1554242695,174919.6036494438,180427.6828056357,186073.9897805123,173314.0868664241
2011-01-21,171721.7866389916,174353.22548535123,180187.0070257404,185471.49444826538,172752.9072600061
2011-01-24,172277.80459497552,175245.67746926812,180770.43451797782,186420.85688603856,173637.1677856283
2011-01-25,172943.0916265807,175790.26107546425,181468.51762894608,187000.16785096077,174176.7528776427
2011-01-26,173091.6665883927,176709.21259509912,181624.41676214195,187977.71966394116,175087.2697103884
2011-01-27,173061.06964428606,176458.3821166341,181592.31150694628,187710.89406570763,174838.74150413572
2011-01-28,172283.26448086565,174974.13724796622,180776.1635551402,186132.00091272645,173368.11992294982
2011-01-31,172555.6413494524,175764.86417405197,181061.9675506278,186973.151423555,174151.58908418746
2011-02-01,173464.59788209194,177586.4512987281,182015.7321272632,188910.89869115452,175956.45659231185
2011-02-02,173222.56614838325,177338.66842420623,181761.769164521,188647.31503843842,175710.94801726978
2011-02-03,174178.47658998807,178317.29314162198,182764.80229635962,189688.34532817264,176680.59033148253
2011-02-04,173937.60625396133,178070.69926183103,182512.05798371637,189426.02649077057,176436.25983786635
2011-02-07,174807.84119804992,178961.6126666624,183425.19214714193,190373.7522363545,177318.9959064025
2011-02-08,176065.2070583985,180248.85596500535,184744.54128476096,191743.081295783,178594.42411554902
2011-02-09,175960.10966571004,180141.26125555934,184634.2629968082,191628.62541749267,178487.81697472412
2011-02-10,176213.5534336868,180400.7273362945,184900.20056300104,191904.63729865302,178744.90152052237
2011-02-11,176867.2036261016,181069.9095180131,185586.07318358254,192616.49232144366,179407.94154778123
2011-02-14,177287.9596394563,181500.66350578095,186027.5708421985,193074.714907395,179834.7418177137
2011-02-15,177381.3485953136,181596.27156335398,186125.56351263679,193176.4197612628,179929.47232732858
2011-02-16,178002.69682833357,182232.38422881992,186777.54181207044,193853.09646955432,180559.74637014163
2011-02-17,178405.11956166002,182644.36930246567,187199.80243080985,194291.35327315942,180967.94999827587
2011-02-18,178621.92426236795,182866.32570102584,187427.2947653253,194527.4635305333,181187.86914820553
2011-02-22,176474.3135671291,180667.68363345021,185173.8151631996,192188.61703718675,179009.40753305316
2011-02-23,175902.85063137533,180082.6416361301,184574.1813133836,191566.2677043545,178429.73540123622
2011-02-24,175445.01829248955,179613.93031782532,184093.77960968568,191067.66730032524,177965.3261958578
2011-02-25,177823.78091400067,182049.21692727727,186589.8060346604,193658.2488373605,180378.26028768814
2011-02-28,179487.55104883248,183752.52144952002,188335.5936067662,195470.1707812272,182065.93086187704
2011-03-01,177456.82441711187,181708.30687940042,186232.9226999412,193374.80981917886,180040.47931620953
2011-03-02,176888.55117940772,181334.91519830015,185616.46376244913,193124.66897248398,179670.51484737213
2011-03-03,176896.77712720732,181763.4858508174,185840.78522295566,194410.39962345653,180095.15182201125
2011-03-04,177389.36644529458,182169.66764143953,186050.37650472537,194110.2645655627,180497.60543312578
2011-03-07,176821.84271134462,181517.7983606474,185267.20898155528,192961.26910261638,179851.7193986297
2011-03-08,177075.97788711288,182046.27767235407,185596.05144018593,193895.43395468814,180375.34801100526
2011-03-09,177315.1711279063,181914.64788003705,185844.30849766286,193407.81980608805,180244.92639568096
2011-03-10,176987.56220876542,180998.9817671552,184903.15712875457,190666.77045237715,179337.66481425927
2011-03-11,177241.26676032544,181488.0361644209,185410.8416042461,191887.73822707223,179822.23037764794
2011-03-14,177219.70402600817,181346.00599485583,185262.87196419292,191370.2750909709,179681.50384596092
2011-03-15,176391.83684176824,180051.1569109315,184050.33993690426,188885.2993259737,178398.53966168387
2011-03-16,176338.99930390433,179388.1069515453,183412.17075316407,186450.2223066777,177741.57557155172
2011-03-17,176862.47827034813,180269.5599119003,184032.46552037756,187829.09969296903,178614.9380292314
2011-03-18,177230.88436483126,180785.30789615665,184636.00293173088,188939.9019551913,179125.95216989756
2011-03-21,177546.13751460658,181591.9596031409,185439.75991479467,191186.36264351584,179925.1999448662
2011-03-22,177353.69506699935,181109.50476493454,185347.526279905,190646.4658971892,179447.1733658351
2011-03-23,177335.80315388474,181143.9627959042,185450.6493431972,190980.34891781505,179481.315120379
2011-03-24,177465.65052848254,181670.05402138422,185571.98424506155,191858.4001005202,180002.5775658122
2011-03-25,177336.46525116343,181610.45462935144,185747.93935667057,192503.2865487622,179943.52521265994
2011-03-28,177136.633347715,181259.46309300404,185405.81941606596,191724.18417797142,179595.7552866441
2011-03-29,176959.94568786325,181457.65710585518,185301.62116509964,192441.89383726224,179792.13015625865
2011-03-30,177808.20713828545,182461.80467460488,186292.3713509715,193840.7918635798,180787.06105780453
2011-03-31,177999.88137289614,183081.63056999398,186549.74749837935,194999.5262578719,181401.19782026153
2011-04-01,178364.58957111742,183194.18377650887,186888.6946210638,194791.06423733552,181512.71794610235
2011-04-04,178797.37271868283,183649.67497038253,187175.57153747324,194948.8078574575,181964.0283692618
2011-04-05,179137.54617346122,184125.79348012342,187831.77863042612,196171.52622445868,182435.77677844136
2011-04-06,178770.5225130694,183859.14637265643,187717.77772568728,196533.34812816104,182171.57711767132
2011-04-07,178583.36147559,183707.23623138032,187295.66626412896,195949.614229129,182021.06129856515
2011-04-08,178664.21995768519,183884.9901230399,187246.7512433886,195952.19230385046,182197.1836586505
2011-04-11,178385.62141467465,183443.02759486143,186888.36261940317,195208.9879953236,181759.27772699783
2011-04-12,178510.61388548528,183307.2534323977,186670.06392608446,194123.89932896112,181624.7497810358
2011-04-13,178920.2395884089,183778.76178575098,187106.5893855233,194684.53134964657,182091.93034860145
2011-04-14,179305.08495573667,184609.84591814244,187784.54043009534,196504.28553005762,182915.38629355814
2011-04-15,180460.35888224992,185910.7696631488,188925.10607387038,197847.21601357393,184204.3693820431
2011-04-18,180427.9486340375,185729.3858213083,188854.5653192571,197448.8753949982,184024.65038963154
2011-04-19,181011.5255809261,186436.9531170611,189441.1120083843,198246.42595035565,184725.72320938078
2011-04-20,181607.03797923075,187320.40233558416,190611.31418445436,200533.4375944054,185601.0636023766
2011-04-21,181886.22930674115,187667.9423231576,191178.57358836383,201517.34007847696,185945.41365999836
2011-04-25,182295.16652176675,188209.21821274684,191569.47100540999,202125.7072535129,186481.721395608
2011-04-26,182948.97110552675,188781.3018563701,192268.67579941647,202672.91396405088,187048.55411325177
2011-04-27,183547.74259161256,189837.94404363632,193369.42708827168,205161.89401306838,188095.497806296
2011-04-28,184250.5771617394,190627.44052173043,194180.08194262302,206215.67568671072,188877.74781332986
2011-04-29,184840.96904525033,191364.92273284646,194896.69299824446,207321.6515654515,189608.46097145
2011-05-02,184668.08228952726,190870.47128479232,194500.4997461254,206070.4098434405,189101.29366492428
2011-05-03,184542.103315861,190723.24133485902,194218.16906880224,205648.00660507902,189108.95810309643
2011-05-04,184382.28625336083,190385.10896551845,193935.5745804849,204990.16171045272,188922.46426752242
2011-05-05,184085.44302746202,189702.32576416677,193594.9441309289,203990.89229285344,188557.35263208707
2011-05-06,184252.56416049297,189941.9200427128,193806.02092894897,204346.716552495,188660.7645431643
2011-05-09,184848.48845514684,190722.88909840703,194507.8702112453,205409.08634109408,189313.48921447448
2011-05-10,184786.88464900613,190937.19755810875,194596.4270518034,206058.63907688623,189328.24441656354
2011-05-11,184410.93230565876,190275.0305591679,194273.27791779462,205309.76291644113,188891.4105056422
2011-05-12,184277.99843435633,190259.13962071284,194162.71965031498,205412.25378488677,188726.7658196452
2011-05-13,184096.7403860326,189776.24194070374,193919.8113821388,204632.71086361702,188523.14150206005
2011-05-16,184074.27305114898,189529.35840545307,193870.70089055813,204194.88765535786,188441.49289718876
2011-05-17,184250.87151264254,189682.17843286804,194066.012406813,204358.5580601583,188818.04586501297
2011-05-18,184275.83630128886,189904.8752049241,194136.1645876854,204785.56340023509,188695.9194228363
2011-05-19,184402.9466529005,189959.81094750922,194484.72113793777,205163.29815941193,188733.60159620206
2011-05-20,184345.54582444346,189931.04939233846,194427.50974485397,205155.34347450637,188721.15310295697
2011-05-23,184014.3158283977,189503.17426730526,193955.796132185,204436.705534556,188464.64076325373
